Score,review_text
5,"Outstanding! This is an astoundingly good cup of coffee!<br /><br />From the scent to the cup this is a great medium bodied coffee with NO burnt beans & NO bitter taste - during or after. The Ethiopia Yiragacheffe is the ""exotic floral and berry"" blend, yet all I could savor was a brilliant smooth cup of coffee that had absolutely NO need for sugar, honey or cream - it is quite frankly perfect as is. Also easy on the stomach.<br /><br />No instructions, but they are single serve pods made for single serve brewers. As for a standard brewer, compile pods for brewing according to taste. Experiment & enjoy.<br /><br />I shared this with my family, we have a new morning favorite."
5,"Love Ice - wish it were on sale in my area I found this product in OH when I was there visiting family. Zero cal, naturally flavored and sparkling! Loved it. Came home to MA and its no where near me. So I ordered it on Amazon! I got enough to get free shipping. It took quite a while to get to me, but I'm down to only having 2 left and I'm saving them :)"
5,"Over priced Wow good sauce, But not at over $16.00 at Amazon. At Wegmans it's only $6.99 for the same thing.<br />Amazon you are way high on this one.<br />I love Amazon but  Wow ............."
5,"yummy I thought these little cheese puffs were great. I don't think they are necessarily a health food, but a tasty snack."
5,oh boy ... mr. bear devours these things!! My buddy bear is in love with these little snacks.  He gets all excited every time he sees me going for the bag!!  He loves em!
4,tastes like gourmet iced coffee illy issimo Cappucino Coffee Drink is really good!  It reminded me of a gourmet iced coffee from an expensive Italian restaurant.  Can't believe something out of a can has this much flavor.  I'll definitely buy this again.
5,"Ox and Palm This is the kind of corn beef I remember from childhood - shredded, not ground.  It's delicious!  Just heat with some chopped onion.  Terrific meal along with stewed cabbage, pork & beans and cornbread."
1,"yuck its terrible. bad batch maybe, i went of the three reviews before me and that was a mistake. dont spend your money!"
4,The coffe so strong But good The coffee you can drinked only in the moering It was so strong . So I well never bought again it not suitable for me
3,"Average columbian coffee, good but not great Had hoped for a really good cup of columbian coffee, and columbian (preferably supremo) is among my very favorites. As I drink 8 cups a day, I've tasted lots of coffees and lots of beans from around the world.  While this is a decent coffee, probably 4 stars when compared to other non columbian coffees, it is not among the better columbian coffees. My guess is that they use a higer percentage of just average columbian beans, and not many supremo beans. The roast is medium, but it is a little more bitter than you might expect for columbian.  I would recommend millstone columbian supremo if you want a good cup of columbian coffee. Supremo is the grade of bean, so if you don't see that you know you are getting a cheaper bean."
1,Different countries make milo differently This milo comes somewhere from the east and is very different from the south african milo so i was sorely disappointed and now have 2 HUGE tins of the stuff. This milo is very fine and not course and crunchy and you cannot read the nutritional information because it is in a foreign language. I am surprised it can even be sold in USA without english nutritional information.
5,My cats love it I am so happy that I discovered this food. My cats love it - they won't eat without it mixed in to their foods.
1,Stale cookies I purchased these Pepperidge Farm cookies for a family member that is sick in the hospital. The cookies had an expiration date of 5/2/2012 but they were STALE. This was very embarrassing and disappointing to say the least. This tells me that food products are not a good buy from Amazon.
5,"Outstanding!  Consistent cup of coffee.  My favorite. This coffee will make you smile each time you take your first sip. It is a favorite over all instants and most brewed coffees. It is smooth, rich, and presents no after-taste with just the right amount of caffeine. It provides a lift to get the creative spirit and physical energies flowing.  The moment my box of six bottles arrived I felt like a child on Christmas morning.<br />I do not spend money frivolously and this is no exception. The quality of this coffee, along with the low per cup cost, is so outstanding that it puts this purchase in the ""can't go wrong"" bargain class.  Four of the six bottles will be gifts when visiting friends and relatives this summer, like a fine bottle of wine but providing many more tasteful moments for weeks to come."
3,Not sure what flavor it is?!? I don't know what it tastes like. My mouth is still reeling.<br /><br />My friend Mary gave it a sniff and tore into it like a ravenous dog. She suggests biting vs licking.<br /><br />I dont know if I like it or not.<br /><br />Get someone to try it and have your camera ready.
5,"Very good This tea has worked very well for me. It helps with anxiety, bloating, and cramping. It generally keeps me in a good mood."
5,"Highly Recommended! I highly recommend this K-cup coffee organizer. I did a lot of research when searching for a K-cup organizer for our home, and this is by far the best deal. In fact, I ended up buying two of them! It holds 54 cups, the quality is great, it's very easy to use, and it looks nice! And you can stack them too. My entire family, including my mother-in-law, absolutely loves this K-cup coffee organizer!"
2,nothing great These were not what I expected as they were harder than a normal sucker and the kids complained of them hurting their jaws.
5,"Great product Since I've started college, I haven't had the time to prepare a raw food diet for my dog. Ziwipeak is a great alternative. I continue to get most of the health benefits that raw feeding brings, and I don't have to worry about messing with slimy raw meat!"
5,"Thought It Was Too Heavy - I Was Wrong! When this first arrived, I thought for sure it was too heavy and probably too difficult for my little dogs, but WOW I was so wrong.  They chase this thing, playing soccer with it, all over the house, only stopping on occasion to check for treats.  VERY VERY CUTE to watch.<br /><br />I found it rather easy to open, so don't have the problem that some do with the stopper.  I am amazed at how happy I am with this silly thing.  Paws UP!!"
5,"My dog loved it................ My puppy loved chewing on these treatsfor dogs, chicken flavored. He went nuts when I pulled it out of the box when it first arrived. I guess he could smell it and knew it was for him. Would buy again."
4,"Woof woof!! My three month old Westie loves this treat. The only bad thing is that it's huge for training. If I command sit, it takes him 20 seconds to finish eating it and do the next trick. I recommend breaking it into tiny pieces because the label says 1 or 2 a day only. My pup loves this treat and would do anything for it!"
5,"YUM! No, these do not taste exactly like potato chips, they taste kind of like diet-food.  But not in a bad way.  They are by far the BEST alternative to potato chips.  Waaayyy better than those ""baked"" potato chips."
4,"Delightfully Tasty Tea I've had good experience with pod teas in the past, so I was hoping that now that I have a Keurig brewer I'd be able to find some good tea blends.  This Madarin Orange Spice Herbal Tea is really good.  It has a pleasant orange spice flavor that is strong enough when brewed at the maximum 12 oz setting of my Cuisinart Keuring brewer.  Add a little sweetener of your choosing and it makes a refreshing beverage hot or over ice.  I will definitely buy again when I use up these portions."
4,"Small pieces Small pieces, as if the fruit was run through a machine. Not as good as the local health food store stuff but almost half price as well. Tastes good, although not having a big hunk in your hand to bite off a little at a time causes me to eat too much at one time."
5,"Healthy Kitten Food I purchased this food on the recommendations of cat nutrition experts in the know. I read about Wellness foods online as being an excellent food for cats.<br /><br />My kitten really enjoys this food. It is his favorite canned variety of several that I rotate feeding him. I only wish the Wellness came in larger cans and offered more varieties just for kittens.<br /><br />I sure hope it's as good as claimed...I want to give my beautiful kitten the best possible diet but it is hard to know what is really lurking in those cans.<br /><br />That is why I only buy what is considered high-quality, premium foods for him. He eats a mixture of canned and frozen raw from Nature's Variety.<br /><br />(The raw medallions are his favorite of everything I feed him! )  I will continue to feed him Wellness canned food as he matures."
4,"Delicious brittle - -  packaging needs work I love the brittle I get from Swiss Maid. It is delicious, crunchy and made with what are obviously high quality ingredients. The cashew crunch is ABSOLUTELY wonderful. I wish they did the same thing with almonds and/or peanuts or really any of the other nuts. I'm down in Texas so the time to receive my order seemed to be absurdly long. Though, I will admit, it is well worth the wait. I also would like to see Swiss Maid use a different type of packaging for their product. The ""brittle"" bags are so ""brittle"" they tend to ""crack"" open in the box. Even if they do not ""crack"" in the shipping process, they are not durable enough to store the product. This is peripheral detail that really needs a little work, but it is not going to prevent me form ordering more."
5,"Delicious for instant ramen No instant ramen is ever going to live up to the real, fresh-cooked thing.  This is pretty dang close, though, and very spicy to boot.  I particularly enjoy it on cold days (or when I'm suffering from a cold)."
5,"Taste so,so  good This is one of my favorite healthy for you cereal.Second only to raisin bran.Only thing is i wish they would put a little more dates in there."
2,"Could live without it Not so great. Fish in a can... would rather buy Alaskan frozen fish. This is not like Tuna Fish, you can't just replace a main ingredient and expect it to be bettter, even if it is Salmon."
3,Good but not great. My husband's favorite coffee at Starbucks is Pikes Place so I purchased this one.  It wasn't that great.  We both actually like the French Roast Dark Roast better.
5,good deal This is a good deal on doggie pick-up bags for a small dog.  I have a poodle and the bags work great.
5,Better than expected! We will definitely be buying this again!!<br />My husband and I both love them!  Feels good to know we can pronounce the<br />ingredients also!!
5,"AWesome! Have had these over the past few years and just LOVE them.. Always share with others and they love them too!.. Great for kids too as you can cut up cheese sticks then spear a long BB pretzel in it so they can grab the cheese!! For the ""Weight Watcher"" --they're perfect as they have more fiber than most pretzels and with *42 sticks* per serving.... you can actually split it into 3 servings and it'll last a long time!! Yum Yum!!!"
5,"Best Tobasco Sauce for Me This is my go-to seasoning.  I have all of the other Tobasco sauce flavors, but the Chipotle Pepper sauce is my favorite.  Not too hot, yet spicy enough to add some peppery kick with a slightly smokey flavor."
5,"Raclette cheeze Very good Raclette cheese, I lived in Switzerland for a long time and I missed Raclette, and now it is available in US  :-)"
5,"Works Wonderfully I love Dove products, inexpensive, but effective.<br />I've been using Dove Intensive Repair shampoo and conditioner for a long time, during the humidity of Summer, I needed just a little more to keep my hair from going wild on me. It has a mind of it's own, if I want to curl it, it goes limp on me and if I want it straight, especially in high humidity, it will poof up on me in a very unflattering style.<br />I do bleach my hair, which results in split ends and a very course feeling, this conditioner brings softness and sheen to my otherwise lifeless hair.<br />Dove Nutritive Nourishing Oil Care gave me the right amount of moisture and conditioning without feeling heavy, filmy or greasy.<br />There's fine particles of almond and mineral oil in it and the scent is light and fresh.<br />I am very grateful for another good, effective shampoo and conditioner from Dove."
5,Emeril's Big Easy Bold Coffee I'm from New Orleans and I know what good coffee tastes & smells like!  This coffee along with some real dixieland jazz will get everyone moving even the folks over there in the cemetary.
4,"Light, Fresh, Great Flavor, Not Too Sweet Fans of the <a href=""http://www.amazon.com/gp/product/B003VTG7RC"">Q Tonic</a> will love this Ginger Ale.  Like the other Q products it's sweetened with Agave Nectar.  This is it not as sweet (nor nearly as high in calories) as a traditional ginger ales you find in your local super markets.  The flavor profile is complex with a slight real ginger bite.  I find it is great as both a cocktail and mocktail mixer as well as good all by it self.<br /><br />What I like: Taste, Light profile, Mix-ability<br />What I don't like: Price"
5,It's the best! I have never liked oatmeal. I bought Holly's Oatmeal a year ago and have been eating it for breakfast ever since. My son recently came home from school and tried it. He says it is the best oatmeal he has ever eaten! I just ordered twelve boxes. Thanks Holly!
5,My dogs love these I use these as a training treat and also sprinkle a little on their food each day. They love them and i love that they are a healthy option for my dogs.
5,"The best tea bag Chai tea I've ever had I've had a LOT of different varieties of Chai teas, some from bags, others home made.<br /><br />This is a strong tea, smelling much like strong cinnamon at first, yet a second smell or taste yields another different smell, more like allspice, but not quite.<br /><br />This is great with cream (classic Thai tea) or soy or rice milk (regular if you are OK with it I suppose).<br /><br />Great strong flavor that reminds me of chewing on cinnamon bark after drinking apple cider as a child, as far as taste.<br /><br />Might be a bit strong for newcomers to chai or Thai teas, but is absolutely wonderful! I mix half & half with soy or rice milk, but if too strong, you can add more milk to ton it down, or less to make it stronger."
5,"small & delicious My Mom & I were itchin for a late-nite snack while on vacation out west with the rest of the family; we wandered accross the street from our motel & entered a grocery store. We tried these cookies & thought they were delicious -- small, bite-size tasty cookies w/o too many chips like Chips A;Hoy, etc. When we got back to Cleveland, Ohio, I tried to find them at our local drug stores. Eventually, I found out they are not available east of the Mississippi. ...Really obsessing over a chocolate chip cookie, I found them on a site called 'foodlocker.com'. But after Katrina, they were put out of order (that's unfortunate). One day a few years later, I thought I'd search Amazon, & my cookie-journey had a happy ending. I just wish Mom was still with us to enjoy."
2,"Six dollars and thirty-tree cents... Is what EACH box of these costs if you buy them here.  $6.33 I actually bought these and my son was out within a week.  I was hoping for a bit more but the packs are tiny.  There is nothing wrong with the quality and the flavor of the snacks but I am basically rating the price.  This is the price you'd expect to pay if you got them at a vending machine at a hospital or some luxury trip where they are hard to find.  If you can make it to the supermarket however, get them there; this is not worth it!"
3,"Its only 12 ounce each! Nothing wrong with the syrup. Just a heads up that these are 12 ounce bottle, not the usually bigger bottles (24 oz I believe). So each bottle's content is equivalent to a can of soda. So even though this is a 6 pack, it ends up being pretty expensive. I got it because I'm an Amazon Prime member (free shipping) and am too lazy to go to the supermarket."
3,"Not bad I am not sure what I was expecting, but this was not it. The item was blander than I expected, but it was not bad. If it were not quite as expensive, I might keep some on hand for quick snacks, but not as treats."
1,Extremely Salty I ordered 2 packages of the 1 LB Jerky and I had to return it because it was too salty to be eaten. This is the worst beef jerky I ever ate! Please save your mouth and taste buds and skip this jerky.
5,Awesome Soda!!! Soda was delish. Tasted pretty close to the candy. I would def. buy more Jolly Rancher soda in the future
5,yummy I love chai and I love green tea.  Together they are perfect.  Tastes pretty good for a kcup.  Got this in a bigelow tea sampler and immediately had to buy more after one cup!
5,Great food for fido! I mix this kibble with my  own meat and sweet potato recipe for Jack our dog.<br />he is 57 pounds and is active 2 hours a day. 2 meals a day consists of 1 cup kibble mixed with 8 oz. meat. in the morning<br />and 2 cups kibble fed in the evening.<br />This diet has improved his coat and seems to be keeping him healthy and happy!
5,"Best Tea Ever! I absolutely LOVE this tea.  I am a huge iced tea drinker (more than a quart a day).  I have tried lots of different brands over the years and gradually gotten into lighter and lighter tasting teas.  For many years my tea of choice was darjeeling, which is the cadillac of teas; very light and refreshing.  Then one day I sampled this green and white combination and WOW.  It is light, refreshing, and since it is green, also good for me!  I've been hooked every since.  I even bought special mugs (16 ounces) so I can drink a decent amount and not have to refill so often.  Occasionally I see it in the grocery store but they can't keep it in stock (so the word must be out how wonderful this tea is!).  I now get my fix through Amazon's service where they send 6 boxes every other month.  I don't have to worry about 'when' the grocery is going to get their next shipment anymore.  So if you enjoy a light tea give this one a try.  I am sure you will be very, very pleased at the refreshing taste."
3,"Not bad, but not good either I don't think these are good or bad.  They are edible, not disgusting but not tasty either.  The texture is the worst thing about them.  It is not really like pasta.  No one in a blind tast test would guess that it is noodles.  There is a smell that is associated with opening the package but this was definitely exaggerated in some reviews.<br /><br />I Ate them and felt satisfied and full (I did not vomit or gag while attempting this).  This is obviously a huge plus as they have no calories.  I used Hungry girl's recipe for alfredo with these noodles.  I also added some canned asparagus for bulk.<br /><br />If you are looking for a zero calorie substitute that tastes just like real pasta, then you are going to be dissapointed.  If you are looking for something that is edible and will fill you up, you may want to consider it.<br /><br />My conclusion:  ehhh. I'll eat it, but it's nothing to write home about."
5,"Afterburners for the Morning Commute I like my morning Joe strong and flavorful and this scrumptious brew does the trick, in spades. If your eyelids don't pop up like window shades after the first sip, you better check the obits in the morning paper; you're probably dead."
4,"want to gaain twenty pounds with no control whatsoever? Buy this! these chips are good, and bad, and create moral dilemmas constantly. If wou are strong at will, or having a large BBQ go for it, but as for me, i was in the habit of bringing a new bag to work every three days, had to put in a lot of time on the treadmill to make up for it. BEWARE"
4,"Minty and Refreshing A healthy and tasty drink! If you could go for a mojito but don't want the calories or alcohol, this is a terrific alternative. Refreshing. I am enjoying the minty-lime taste. In fact, I think I'll go get another glass right now."
5,"Yummy! I work with special needs kids, some are on the gfcf diet. It's nice to have a snack that everyone can enjoy. They love these suckers, I have to hide them....:-)"
2,"Mediocre with very little fruit. While there may be some fruit in these cookies, there isn't enough to even notice when you are eating them. The taste is bland and mediocre. These cookies were supposed to be Cranberry Citrus Oat. I can't taste any Cranberry or Citrus or Oats, not sure what I am tasting. Given that these are called Newtons, I also expected them to be soft cookies (like fig newtons) but they are hard not soft. They also don't have much of anything beneficial in them either, no vitamins, essentially no fiber and very little protein but they do have some fat in them and lots of calories. They also contain fructose but not specified as to what type.<br /><br />To me, these are nowhere near as tasty as graham crackers. Honey Maid Low Fat graham crackers are healthier, lower in fat, higher in fiber, with some calcium and with no fructose.<br /><br />However, I would agree that these Newtons Fruit Thins are somewhat healthier than most other regular cookies."
5,"My Dogs Love It! With one dog who'll eat anything and another who's quite finicky it was good to find something they both liked.  Not a ""stand alone"" food, it's meant to be mixed with kibble for a complete diet.  My fussy boy loves it...and he doesn't love much!"
5,gluten free all natural candy Very nice and not sicky sweet; just all natural taste and sweetness. Wonderful that they are gluten free as well. I like to keep some in my purse.
2,"tastes disgusting Even if I put only one teaspoon in a big smoothie, it simply ruins the taste. It is very bitter and dominant! I am sure it is a good product and it might even work and have lots of health benefits, so if you don't mind the taste, go ahead and buy it but I think I would buy the capsules instead (you swallow the good stuff without having to taste it)."
5,"Terrific potato chips Particularly fine product at a competitive price.  Should be carried by major chains for the significant percentage of the population whose doctors recommend reduced sodium intake.  They're losing business when they think there's no market.  I'm sure I am not the only one who has walked past the stores' snack isles for years for lack of an unsalted selection, but I can't buy from an ""empty wagon."""
4,"Full flavored & not bitter 18 pods and great tasting. Was hoping senseo would come back  and amazon did it , now we need pods for under 30 cents"
4,Our dog loves it! I wish they were bigger but our Australian shepherd LOVES it. should have ordered another one because hes had it for an hour and is half way done with it will order more!
4,Wonderful Treat! These treats are great!  They smell wonderful and my dogs love them!  They are also very healthy and great for my dog who is a little over weight as they are low calorie.  The seller was excellent and the treats got here much faster than what was originally estimated.  I would definitely recommend them for anyone with small dogs.  The only downfall is that they are a little pricey but well worth it.
5,"bobbieloepz I am an addict to salty fatty snacks.  I LOVE this stuff.  I bought the 125g jar. I've had it for about a week and it's almost half gone.  Tonight I went on to order 6 more jars.  I might gift one or two of them, but I'm not sure.  I love this so much I may just keep it all for myself.  If you love salty snacks, you might as well get some concentrated  B vitamins to go along with your treat.  The taste reminds me of the Fon that is in the bottom of your skillet when you saute meat or vegetables.  Did I mention that I LOVE this stuff?"
5,"Favorite thing about Brazil I spent the first five years of my life in Brazil and my American parents both spoke Portuguese fluently and introduced me to Brazilian food and culture. This is one of my favorite foods ever, and the lingering memory I have of Brazil. Fluffy, moist and made out of Tapioca flour, these little rolls are nothing like American cheese bread-- seriously they aren't! Its hard to describe the taste of one these hot out of the oven, and they're just as fabulous cold.<br /><br />Yoki is the best maker of the dry mix, and you just add eggs and oil and pop them in the oven for an easy, delicious treat or side dish. They never turn out wrong."
5,"ZiwiPeak Treats These are the only treats we use for our teacup poodles.  Very hard to get locally, but now we can have them shipped right to our door quickly."
4,"Energy, Sucralose and Fake Cherry Flavors I'm all for energy drinks and occasionally will need that extra push to get through the late afternoon. Vitamin Squeeze Energy Drink, Fruit Punch, is not a horrible product overall. I have felt more energetic for about the last week (which is the time period I've been using it) and that's probably due to the vitamins. There's not really that much caffeine in this, so the effect overall is mild.<br /><br />However, that said, the two things that bother me about this product are the flavor and the use of Sucralose.<br /><br />The flavor is reminiscent of Vicks Cherry cough syrup, IMO. Not exactly refreshing and very artificial-tasting. What cherries and punch would taste like if they were made of out plastic.<br /><br />The use of Sucralose is a little disturbing for something that purports to be healthy. Why not use stevia, an all-natural sweetener instead? Zero calories and very sweet, but not man-made and you don't get these fun side affects(from Wikipedia): ""A Duke University study found evidence that doses of Splenda of between 100 and 1000 mg/kg, containing sucralose at 1.1 to 11 mg/kg (compare to the FDA Acceptable Daily Intake of 5 mg/kg), reduced the amount of good bacteria in the intestines of rats by up to 50%, increased the pH level in the intestines, contributed to increases in body weight, and affected the levels of P-glycoprotein (P-gp)""  OK, I'm not a rat, but still, that is kind of a negative in my book.<br /><br />So, energy: 5 stars<br /><br />Flavor: Minus -.5 stars<br />Sucralose ingredient: -.5 stars"
5,"Yum! I love, love, love the Salt & Pepper Popchips. Have to order them in the individual bags or I will eat the whole thing!!  Thank goodness for portion control :-) 1 bag is only 2 points on WW."
1,"Stone soup To make stone soup, one puts a stone in the pot and then a little onion and a left over carrot and whatever old stuff you have in the refrigertor and maybe a piece of chicken, and by golly, there is a pot of soup! To make this ""creamy"" corn chowder, you add a pint of heavy cream, and then 2-3 potatoes, and 2 quarts (1/2 gallon) chicken broth, and then ""if available, 2-3 ears of corn."" To be fair, the resultant soup tastes good, but, with these ingredients, it should; I just wish I had known what would be called for prior to spending any money. As an alternative, Amazon has a Turtle Island roasted corn chowder that is ""just add water,"" and it is delicious. See <a href=""http://www.amazon.com/gp/product/B004OREZAG"">Turtle Island Southwestern Roasted Corn Chowder Mix, 5.5-Ounce (Pack of 4)</a>."
5,"Wow!  This stuff really works to keep things moving! I've tried this tea before when I visited Chinatown in LA.  This is powerful so be careful not to use it every day.  BUT, it is a new addition to my plant-based cleanse routine.  Try it and you'll agree.  Great!"
5,Best salt & vinegar chips out there! Salt & vinegar chips are my favorite flavor so I think I've tried every brand out there.  These are by far the best.  I also like them because the sodium content is not very high like some of the others and they are not excessively greasy.  They seem to have the right balance of the salt and vinegar taste.
1,"Gross coffee Just a gross coffee...horrible taste.  Ugh!  Don't buy it or be fooled by good reviews.  Really bitter, acidic, and burnt taste.  The worst coffee i have had."
5,"Ginger candy - yum! I am a ginger fanatic and this is the best candy I have found. Soft, chewy, full of great ginger flavor and 'heat'! And the packaging is the best. With other brands I have tried, while they have been very flavorful, it was difficult to unwrap them without playing tug of war with the wrapping. These are wrapped in powdered parchment and then an outer wrapper, easy to remove and pop in your mouth. And the Amazon 5-pack price cannot be beat. I paid over twice this price in a local health food store. Stock up - they have a long shelf life!"
5,"A must have in my collection My husband and I have become K-cup addicts since I bought him the machine for Christmas. This is my favorite flavor so far. I'm not a strong coffee drinker, and I'm a total sweet-tooth. All this needs is a little splenda and some half/half and the result is a creamy, low-carb delightful treat!"
5,Son and husband love these. Me not so much.  But while I love icee's I don't love the syrups ever.
5,"A puppy pleaser for sure............ Our 10 year old mixed breed loves these treats.  She begins performing her tricks without any prompting when she sees I have the bag.  If I delay in giving them to her she begins to wimper for them.<br />I like the fact that the first two ingredients are chicken and beef which means I am giving her a high quality treat that she loves.<br />Oh did I mention that she is very particular about what she eats?  She is not an eat everything in sight dog and is very choosy about what she its.<br />Let your dog try them,I think your dog will love this treats as much as my dog does."
3,"Just OK The flavor of the chips are good, but the texture is a bit off.  They really douse the chips with Parmesan and herbs, but once you start chewing they start to taste really weird.  I like that they are fairly low calorie (each back is actually 1.5 servings though), so I'll keep eating them.  I'm not sure I would order them again."
5,"Has solved our dog's alergy and GI tract problems 100% Our Husky/Shepherd mix had ongoing GI tract issues, including bleeding out of the rectum and very seriously inflamed lower GI tract (as viewed on a scope). Poor little guy went through so many drugs, and ""prescription"" alergy-dog-foods and just could not seem to solve it.<br /><br />Then researched Eagle Pack and moved him onto this as it was heavily fed by Northern dog racers with similar breeds to ours.<br />""Eagle Pack"" was prior brand name before it changed over to ""Holistic Select"" - but same product.<br /><br />GI issues went away, and our troubled-eater, barfer, bloody-diarrhea pooch is now healthy, happy, and has a great appetite and energy. Yes, it is more expensive, but if you compare the ingredients they are top notch.<br /><br />I cannot say enough about this dry food for solving these issues. My review applies specifically to the Anchovy/Sardine/Salmon recipe."
5,"Delicious -and- satisfying? You got it! These are the typical red bags of premium beef-jerky you see at the store, only...you get FOUR of them! These four bags of delicious, mouth-watering beef nuggets are a tasty and healthy snack, and I don't feel bad about eating a whole bag throughout the day at my desk.<br /><br />I love all of the varieties Jack Link's has to offer. I've been a die-hard Teriyaki fan myself, so I'm hesitant to sway away from my typical ""go-to"" bag.<br /><br />If you're looking for a satisfying feel-good snack to take on road trips, sporting events, at your desk, or what-have-you ' you do NOT want to pass this up."
4,Necta Sweet Tab. The product is what I wanted and expected but 3000 tabs is a bit too much.  It would be nice to have the option to order just one bottle.  These three bottles will be around to go into my estate.
5,"Slurp. It's gone. I discovered Petite Cuisine when I tried to switch my 13-year-old cat from dry food to canned; I tried every variety of canned food, and while he wouldn't touch any other brand, he inhaled this stuff. I'm a vegetarian, but Petite Cuisine looks more like real chicken/fish than anything I've seen - actual, identifiable strips of meat!  What a concept.<br /><br />My new kittens love it as well, and Chicken Pot Pie is by far their favorite flavor.  It's got a little more fat than the fish flavors, but still well within the AAFCO guidelines. It's also a little more expensive; you can usually get 24-packs of fish flavors for $18 if you go to the manufacturer's web site. But the chicken pot pie makes a great treat for a healthy dinner.<br /><br />But: check out Joe's post about menadione."
5,delicious and quick I just moved and was unable to find this product anywhere.  I love this product and my lattes were suffering without it.  Finally I found it on Amazon and my prayers were answered.  The delivery was quick and now my morning coffee is up to par.  Thank you Amazon
2,steaks I ordered these steaks for a party I was having. When I received the steaks I received 12 instead of 16. I contacted Omaha steaks and they said I got what i ordered. I had to file a claim with Amazon to get my issue resolved. The issue was resolved to my satisfaction.
5,WOW Product came right on time and the flowers were beautiful!  The pricing was outstanding! I will definately use them again for my next event.
1,"Poor Quality The 1 Pound LB Madagascar Bourbon Planifolia Extract was not received vacuum sealed as shown and described. This has considerably undermined the quality of the product and its freshness. After contacting the supplier, he gave inadequate and irrelevant reasons as why the item was not vacuum sealed! I guess the supplier since he knew the item has been shipped outside the US, he did not care much about quality and customer rights and satisfaction."
5,Love Newman's organics I trust Newman's Organic products to actually be organic! Good product at a great price. I keep bulk amounts in the house to make crockpot steel cut oatmeal. A good way to get a daily serving of fruit and sweetens the oats without needing additional sugar.
5,jerky this jerky has a great flavor it is fresh and ez to eat when you sink your teeth in it they go rt thru it not like other jerky out there
5,"Cottie seems to love this food (ASIN: B004LWGLQ0)  Cottie is a little cat, approximately 10-12 pounds of love.  I buy 1-2# bags of food so he gets a balance of those foods he refuses to eat in canned form.  With the smaller size, I also keep him from being bored with his diet, which I understand can be a problem for cats.  The larger bags are more economical, but they would hang around for too long, and he would tire of eating what's in them.<br />This is the latest newbie; they are all kept together in one of these huge storage bins with a top that secures very well to the bottom, keeping food fresh and bugs out.<br />I have taken to writing a note for each bag, stating the dates he was fed and what went in bowl #2 (there is no bowl #3, for those of you old enough to recall daytime TV of old.)  The only other thing I could add to this recommendation would be if I were to observe him eating it, and make yet another note of the date he finished the portion.  And do the same for a couple of other foods for comparison purposes."
5,"Really does taste like fresh squeezed! If you compare this w/ the conventional plastic juice lemons found in your grocery store or even the green bottled lemon juices, you will taste a major difference. I think it is due to the added lemon oil. My incentive to purchase this item was mainly for an economical organic lemon juice that I would enjoy and this juice exceeds my expectations. Of course I'd prefer a container such as a small glass bottle like Lakewood organic lemon juice uses but for the price difference I'll keep my fingers crossed that the plastic containers are BPA free. Another plus is Italy is highly regarded for their quality lemons and this product certainly supports that claim. Lemonade anyone?"
2,yuck I don't like diet coke but my husband does and it tastes just like it so if you like diet coke its for you lol
5,Best Cookie...So Full of Chocolate Just got these in today and opened up 2 of the packages to put them in the cookie jar. They were not any broken and they are delicious. So full of chocolate chips!!!! I recommend these to anyone to get. They came to me in a large box with other things I ordered and they were in great shape.
5,Best Ice Wine I've Ever Had I've tried a lot of Ice Wines and this one is by far the best.  It doesn't leave a nasty after taste in your mouth like some of the others.  The taste explodes in your mouth.  Worth the few extra dollars than some of the cheaper ones out there.
4,"weak taste but still good The taste of this is very weak with little actual coffee taste.  I put in some instant coffee crystals and it definitely improved the taste.  The foam is nice, the best foam I've ever seen in an instant drink.  The pumpkin spice flavor is good, too.  Without the added instant coffee it tastes like a frothy milk-only drink and it's too rich for me to finish a cup (made with water; I can't imagine how rich it would be with milk).  Between the rich taste and the calories at about 180 per cup, it's not something you'd want every day."
5,"good stuff Haven't found a dog yet who doesn't like these. But I was hesitant to give it to one terrier we were babysitting who likes to snort her food for fear she might just swallow the thing whole since they pieces are small enough for her to not chew and possibly choke on. That said, my dog loves 'em."
3,"Eh, they're all right These almonds aren't bad--better than just eating regular salted almonds.  But I tried the Jalapeno Smokehouse almonds first, and I like those a LOT more than the Wasabi & Soy.  I found that I got a stronger ""kick"" from the horseradish if I sucked on the almond first before eating it."
5,"Perfect for wedding favors!!! These went great with the ""clear"" pineapple ones for wedding favors I made.  They are delicious!!  The entire wedding party and guests loved them."
4,"very good but These bars are moist and delicious. They aren't too small or too big and leave you feeling satisfied. They aren't full of too many or unknown ingredients. You can taste the fruit and nuts clearly. However, I find them high in fat/saturated fat and calories for their size, and quite sugary on the teeth."
5,"excellent candy floss sugar I have one of the small, Nostalgia-brand cotton candy makers that uses either crushed candy or flossing sugar.  While I like the results of the crushed candy, I've really been craving the more traditional cotton candy flavors, and was curious about the results I'd get with flossing sugar.  I was really pleased!  You do need to take a bit of care to not spill the sugar (because it's so fine, it starts melting instantly, and can be a mess if you miss the target),but the results - flavor, volume, and texture - were fantastic.  Try blending the flavors, too.  We did so, unintentionally, when we first received the sugars: we wanted to try them all, and used one right after the other.  Got some very novel blends that way!  :-)"
4,Good for baking This is a really good product to use in baking as a substitute for fresh eggs. I wouldn't use it for scrambled eggs to eat as they don't taste anything like fresh eggs but a good thing to have on hand.
